Datetime,South East Asia,Indonesia,Malaysia,Philippines,Thailand,Vietnam,North East Asia,Mainland China,Hong Kong,Japan,South Asia,Middle East,Oceania,Europe,France,Germany,United Kingdom,North America,Other Regions
3/1/2007,17036,5380,3735,2749,4222,751,36173,7813,8715,8068,5874,1305,8354,13124,1034,1810,1517,2577,304
4/1/2007,15116,4688,3171,2570,3820,656,33402,7773,8243,6858,5398,1433,6934,12323,1032,1974,1368,2560,220
5/1/2007,15708,4697,3191,2738,4066,636,32196,7489,8403,6112,5167,1327,8210,11467,961,1812,1402,2174,258
6/1/2007,16345,4668,3526,2746,4319,733,37620,8500,8806,7630,5173,1272,7686,12944,1130,1884,1620,2117,286
7/1/2007,16268,4722,3289,2789,4381,816,36231,8609,9034,7103,5013,1325,6612,13235,1140,1785,1526,2364,261
8/1/2007,17039,4871,3429,2795,4808,877,36589,8505,9824,7167,4948,1439,7200,12309,1035,1594,1770,2042,375
9/1/2007,16998,5353,3063,2664,4914,741,37645,8693,10287,7719,4991,1475,7079,12700,1068,1698,1620,1660,312
10/1/2007,17122,4700,3369,2899,5201,641,37674,7937,10665,7692,4954,1057,7523,13213,1207,1799,1783,1618,316
11/1/2007,17962,5970,3447,2741,4986,590,38867,9259,10947,7556,4878,1292,7877,13201,1149,1637,1578,1684,295
12/1/2007,17565,5769,3398,2636,5083,480,37191,8348,9640,7687,4976,1159,8387,12715,1181,1719,1581,1677,364
1/1/2008,16578,5174,2870,2576,5155,616,34715,7812,8765,6961,5298,1166,9044,10368,1018,1549,1388,1224,393
2/1/2008,14723,4349,2511,2321,4826,549,31937,6808,7356,7793,5683,1419,7507,10783,1142,1653,1508,1181,349
3/1/2008,17151,5915,2915,2226,5065,745,40050,9311,10299,8371,5947,1623,7257,12867,1245,1674,1738,1617,386
4/1/2008,15804,5049,2903,2402,4556,752,37034,8372,9546,7980,5259,1152,7232,11408,1038,1599,1514,1529,416
5/1/2008,16416,4936,2979,2448,5195,668,37659,8529,9756,7820,5800,1117,7875,11981,1072,1478,1581,1535,353
6/1/2008,16533,4560,3034,2475,5068,1100,37546,8406,9605,7908,5959,1051,6623,12965,1210,1873,1604,1622,324
7/1/2008,17100,4674,3273,2608,5065,1192,37533,8281,9752,8084,5861,1148,6975,12553,1131,1786,1590,2029,380
8/1/2008,17154,4912,3005,2463,5106,1330,37735,9110,9700,7729,6326,1041,6885,12284,1021,1594,1514,1994,363
9/1/2008,16710,5403,2846,2536,4721,946,34971,9077,9634,6401,5450,1983,7305,12094,1044,1764,1474,1499,318
10/1/2008,14972,4489,2417,2479,4526,870,33994,7879,9076,6629,5212,2001,7569,11920,1076,1740,1539,1486,342
11/1/2008,14506,5102,2447,2242,3779,741,31458,7475,9040,5682,5212,1808,7995,12115,994,1653,1442,1921,300
12/1/2008,13177,4760,2250,1828,3480,665,25294,6208,6794,4486,4826,1647,9246,10951,1080,1540,1287,1402,435
1/1/2009,12393,4768,2174,1537,3036,722,23800,6188,6722,3517,4836,1579,9552,8557,889,1169,1251,1167,263
2/1/2009,10266,3803,1876,795,2923,733,23301,6131,5785,3733,4547,1560,8523,9676,970,1285,1238,1006,250
3/1/2009,11744,4467,2158,720,3480,779,29089,8691,7776,3839,5168,1311,8681,11271,1108,1535,1752,1346,246
4/1/2009,11449,4224,2363,799,3387,569,28873,8498,7832,4198,4876,1010,7702,9619,1114,1388,1292,1139,219
5/1/2009,12397,4472,2213,968,3917,683,31171,9277,8467,4826,4841,1128,7668,11407,1127,1499,1507,1526,454
6/1/2009,12264,4422,1837,1012,3952,886,32428,9272,8921,5432,4415,1580,6551,11084,805,1481,1539,1749,354
7/1/2009,12688,4412,2062,1020,3986,1031,33448,9926,9013,5856,4901,1489,6982,11807,828,1572,1631,1922,362
8/1/2009,13374,4757,2002,1215,4128,1072,33840,10145,9355,5551,4680,1360,6378,11513,757,1563,1671,1872,295
9/1/2009,12871,4168,2113,1347,3995,1064,33419,9855,9275,5570,4191,1547,6635,11246,699,1447,1736,1656,409
10/1/2009,14655,5303,2270,1409,4221,1255,35673,10431,9419,6581,4569,1656,7015,12441,721,1477,1787,1494,418
11/1/2009,13721,4876,1984,1553,3963,1153,37078,11218,10205,5943,4477,1467,7395,12571,754,1460,1695,1391,245
12/1/2009,13438,5100,1720,1303,4124,1013,35064,9879,9622,6031,4553,1526,7929,11310,763,1451,1687,1298,366
1/1/2010,12621,4449,1364,1343,4176,1116,34355,9502,9303,5851,4591,1549,7552,10926,705,1348,1500,1262,255
2/1/2010,12435,4739,1576,1309,3920,705,30066,8027,8057,5686,4529,1834,6968,10718,763,1363,1513,1395,291
3/1/2010,13494,4974,1646,1380,4166,1071,37551,10657,10063,6666,5450,2032,7535,13325,788,1605,1966,1839,350
4/1/2010,12564,4545,1458,1181,3941,1181,37889,11835,9872,6166,4452,1683,6644,11128,646,1530,1622,1900,307
5/1/2010,12793,4494,1527,1259,4098,1189,37659,11773,9973,5955,5341,2228,6584,12433,754,1849,1855,2395,433
6/1/2010,12631,4615,1443,1327,3701,1287,36805,10616,10023,6267,5155,1977,6294,12319,699,1749,1632,2059,334
7/1/2010,13884,5049,1550,1271,4116,1623,38813,11333,10670,5877,5506,1915,6492,13112,752,1731,1812,2786,355
8/1/2010,13975,5075,1636,1258,3933,1764,37799,11497,11144,5179,5683,2097,6445,12261,701,1703,1888,2493,368
9/1/2010,13358,4831,1586,1259,4097,1249,35263,10761,9744,5374,5036,1992,6684,12289,704,1710,1989,2594,309
10/1/2010,14996,6204,1592,1267,4393,1200,37318,10366,10336,5704,5427,1671,6798,14281,752,1924,2108,2849,280
11/1/2010,13959,5323,1538,1149,4538,1117,35424,9839,10201,5529,4695,1612,7575,12834,861,2200,1836,2692,310
12/1/2010,13924,5070,1496,1125,4883,1083,36661,10429,10463,5745,4918,1947,7793,11727,823,1914,1802,2840,431
1/1/2011,13493,4806,1374,1146,4764,1109,35671,10554,10213,4942,4875,1683,7056,11730,926,1949,1717,2644,296
2/1/2011,11913,4419,1138,1038,4396,731,28603,7534,7130,5382,4950,1797,5730,11858,829,2029,1873,1985,379
3/1/2011,14552,6002,1613,1144,4546,1014,39816,12056,11515,5678,5992,1825,7248,13908,841,2094,2113,2145,364
4/1/2011,13354,5368,1412,1031,4300,1105,39172,12053,10403,6446,4967,1839,6876,12960,840,1801,2129,2437,331
5/1/2011,13230,4712,1523,1197,4647,960,38669,11997,10967,5717,5568,1890,6872,13957,888,2193,1991,2693,307
6/1/2011,13021,4448,1438,1241,4715,1023,38581,11537,10618,6470,5250,1854,6443,12565,789,1579,1783,2382,336
7/1/2011,13274,4443,1687,1295,4514,1143,41098,12543,11548,6178,5584,1990,6387,13441,707,1934,1852,3230,418
8/1/2011,12986,4522,1638,1213,4225,1164,38297,12152,10697,5559,5553,1933,6517,12870,796,1867,1819,3041,369
9/1/2011,13219,4601,1652,1106,4398,1183,37457,12164,10481,5314,5528,1907,6484,13219,808,1892,1978,2910,321
10/1/2011,14367,6209,1596,1088,3944,1206,39260,12723,11188,5190,5546,1881,7268,14545,745,2254,2140,2784,403
11/1/2011,13278,6400,1161,972,3410,1090,39624,13106,11377,5227,5162,2036,7939,14272,739,3170,1973,2162,317
12/1/2011,16247,7856,1296,1057,4611,1175,39698,12311,11912,5376,5230,2224,9048,13219,805,2587,1741,2054,444
1/1/2012,13275,5513,1096,990,4546,890,31582,10142,8836,4213,5035,1615,7469,10746,614,2095,1668,1866,383
2/1/2012,13224,4845,1178,1048,4668,1266,34255,9903,10140,4879,5121,2092,6925,12328,706,2386,1950,2231,500
3/1/2012,14831,5322,1417,1189,5253,1367,41702,13333,12340,5534,5330,2315,7202,13140,804,2422,1933,2079,485
4/1/2012,12847,4449,1246,1106,4543,1243,37716,12221,11180,5125,5189,2349,6237,12241,678,2149,1657,1711,322
5/1/2012,13467,4693,1260,1152,4920,1160,38489,12936,11323,5023,5872,2082,7309,12045,616,2155,1816,2040,375
6/1/2012,12797,4213,1193,1093,4550,1432,39929,13495,11518,5886,5370,2450,6376,12749,680,2196,1530,2072,383
7/1/2012,13248,4343,1235,1113,4783,1393,39639,13560,11259,5679,5626,2354,6473,13211,681,2041,1786,3060,312
8/1/2012,12875,4175,1204,1102,4620,1381,38288,13139,11175,5077,5255,2311,6637,12360,679,1948,1675,2477,279
9/1/2012,13600,4823,1244,1076,4808,1206,40368,13719,12113,5248,5267,2350,6411,12592,642,2033,1985,1863,428
10/1/2012,14018,5238,1151,965,5001,1292,38073,13053,11191,4707,5118,2485,6681,13061,675,2096,2096,2098,338
11/1/2012,13718,5345,1117,1018,4492,1411,39791,13911,12412,4582,4759,2107,8591,12976,697,1940,2492,1816,326
12/1/2012,13543,5100,1117,797,4878,1329,38906,12731,11963,4821,4855,2425,9560,12830,735,1813,2314,1869,461
1/1/2013,12939,4701,1017,882,4500,1576,35243,11942,10573,4223,5542,2287,9209,10470,619,1739,2064,1482,307
2/1/2013,12113,4966,1016,838,4021,1056,29487,9081,8248,4389,5599,2582,7484,11225,650,2042,2432,1592,297
3/1/2013,14422,5398,1265,944,4831,1676,41824,13586,12456,5710,7081,2641,9171,14839,693,2306,2947,1980,394
4/1/2013,12272,4721,1074,965,3934,1313,38151,13020,11614,4934,5628,2239,7823,12729,704,1901,2400,1757,247
5/1/2013,12158,4649,1101,1071,3647,1363,39067,12615,12023,4944,5495,2340,8325,13654,673,2447,2151,1723,345
6/1/2013,12041,4388,1159,967,3753,1407,40137,12878,11950,5873,5959,2595,7023,13934,612,2422,2299,2172,298
7/1/2013,12992,4982,1327,896,3910,1429,41086,13895,11761,5655,6043,2584,7212,14237,616,2624,2232,2317,377
8/1/2013,11678,4116,1229,930,3480,1475,39081,13225,11359,5407,5799,2477,6955,13307,654,2509,2062,2219,291
9/1/2013,12374,4817,1214,1069,3474,1351,38038,12817,11294,5244,5652,2551,7086,14027,793,2477,2443,1864,334
10/1/2013,12609,5009,1190,994,3553,1390,40706,13134,12198,5791,5898,2630,7028,14278,798,2636,2017,1623,303
11/1/2013,12752,5147,1098,979,3526,1586,42131,14107,12902,5765,5564,2579,7099,14781,798,2441,2373,1435,304
12/1/2013,12291,4842,1144,825,3915,1244,40528,13419,12104,5816,5841,2775,8814,13243,837,2022,2016,1346,342
1/1/2014,12649,4403,1177,820,4452,1433,38599,13140,11306,5054,5683,2255,9784,11513,752,1640,1853,1277,276
2/1/2014,11507,4243,969,816,4103,1016,29089,8068,7806,5268,5552,2743,7723,11321,774,1539,1870,1354,291
3/1/2014,14364,5117,1347,964,4739,1644,44470,14882,13057,6133,6294,3034,9172,14050,884,1637,2431,1546,256
4/1/2014,13045,4762,1274,882,4161,1642,40631,13604,11543,6078,5410,2372,7165,12068,737,1312,1939,1392,242
5/1/2014,14377,5057,1280,1067,4883,1635,41180,13314,12258,6063,6209,2427,7892,12853,731,1394,2186,1453,287
6/1/2014,13441,4836,1306,1044,4186,1769,40356,13238,11820,6166,5537,2294,7452,13271,792,1416,2243,1597,266
7/1/2014,13720,4598,1235,1083,4650,1834,41565,13388,12095,6503,5234,2328,7021,13400,862,1345,2287,1999,290
8/1/2014,13693,4621,1372,1132,4312,1895,41442,13080,12454,6525,5340,2333,6813,13155,822,1366,2285,1720,277
9/1/2014,13992,5233,1398,1028,4214,1726,39711,13379,11604,6234,5120,2452,7495,12809,553,1400,2241,1209,223
10/1/2014,14665,5129,1284,973,4883,1914,41417,13157,12180,6390,5176,2762,8361,12812,717,1312,2365,1151,205
11/1/2014,13091,4611,1172,871,4582,1575,39104,12681,11624,5833,4384,2944,7979,12229,726,1116,1963,968,162
12/1/2014,13641,4694,1517,1004,4764,1385,40508,12705,12308,6412,4811,2747,10299,12486,745,1330,1787,1011,280
1/1/2015,13311,5062,1274,906,4286,1512,37354,11632,11217,6039,5203,2260,11766,10627,613,1064,1828,1129,217
2/1/2015,12825,4832,1287,824,4431,1213,33467,9895,9597,5864,4675,2595,9083,11400,749,1170,2113,1364,167
3/1/2015,14585,5247,1619,931,4813,1730,40051,11427,11674,7212,5147,2854,10189,14417,774,1422,2515,1567,210
4/1/2015,12961,4601,1330,817,4261,1703,40971,13387,11686,6743,4965,2498,9414,11604,624,1322,1902,1265,229
5/1/2015,13459,4502,1192,899,5006,1511,41408,13421,12002,6708,5446,2848,9591,12566,691,1252,1963,1367,265
6/1/2015,12487,4168,1321,886,4218,1559,38694,12311,11248,6841,5602,2824,8576,12409,721,1252,1921,1386,212
7/1/2015,12411,3748,1600,914,4227,1470,39712,12336,11686,6860,5349,2864,8343,12969,852,1242,2110,1212,233
8/1/2015,12549,4092,1522,933,3938,1561,38839,12309,11772,6471,5353,2995,8891,12758,861,1165,2257,1402,183
9/1/2015,12675,4220,1476,955,4008,1450,38963,12977,11473,6532,5336,3024,10264,12801,788,1160,2220,1095,194
10/1/2015,13453,4597,1418,1044,4183,1612,40137,12662,12171,6642,5643,3407,10314,13681,714,1213,2242,1333,260
11/1/2015,12430,4351,1284,946,3861,1542,40437,12968,12810,6283,4765,3322,11254,14009,708,1146,2136,1419,202
12/1/2015,12692,4383,1388,976,4065,1472,40121,12537,12249,6674,5001,3181,13628,13107,653,1274,2015,1346,226
1/1/2016,13078,4834,1259,942,3948,1674,38215,11706,11847,6016,5532,2869,13934,12467,602,1080,1840,1009,168
2/1/2016,11862,4066,1433,1107,3626,1181,29861,8404,8448,5959,5357,3431,10589,12706,654,1131,2045,1102,271
3/1/2016,14073,5022,1559,862,4483,1641,42712,13380,12250,7378,6237,3203,12446,13754,650,1277,1982,1288,259
4/1/2016,13198,4902,1330,870,4193,1572,42120,12590,12059,7472,5854,3293,11252,12868,612,1219,1708,1199,345
5/1/2016,12989,4457,1209,829,4513,1587,40709,13013,11490,6976,6066,3338,10823,12483,648,1105,1637,1264,409
6/1/2016,13523,4503,1267,979,4413,1854,41503,13161,11717,7809,6183,3334,9537,13495,607,1261,1549,1707,252
7/1/2016,12967,3622,1874,876,4209,1787,41246,12888,11927,7134,5897,3200,9393,14211,603,1207,1904,2003,253
8/1/2016,14397,4696,1937,937,4362,1822,39597,12609,11994,6637,6139,3187,10396,13703,706,1433,1714,1745,294
9/1/2016,14196,4740,1417,991,4743,1688,40572,13120,11622,7277,5997,3180,10611,14362,733,1383,2011,1615,220
10/1/2016,14922,5289,1456,992,4804,1836,43015,13572,12342,7466,6520,3571,11005,15220,767,1441,2262,1801,180
11/1/2016,14228,4690,1343,1026,4862,1879,43009,14172,12483,7295,5957,3537,11466,13996,764,1504,2046,1990,167
12/1/2016,14313,4394,1316,989,5284,1771,44074,13733,12695,7920,6154,3837,11949,14432,769,1639,2060,2285,240
1/1/2017,13394,4076,1351,933,4733,1754,39984,12834,11233,6998,6255,3346,11011,12387,724,1460,1749,1477,206
2/1/2017,12498,3806,1228,913,4559,1451,33815,9635,8828,7287,6312,3539,9916,12563,695,1545,2002,1383,173
3/1/2017,15647,4716,1528,995,5695,2050,46752,15086,13209,8635,7366,3689,12016,15437,868,1659,2313,2143,236
4/1/2017,14297,4151,1232,956,5287,2192,43436,14375,11957,7916,6703,3948,10078,13935,740,1545,1972,1601,198
5/1/2017,14700,4233,1310,1005,5782,1993,43366,14518,12388,7624,6879,4388,11328,14159,730,1517,2186,1716,246
6/1/2017,13518,3842,1303,920,5066,1933,42386,14281,11929,7789,6558,3914,10129,13620,709,1434,1829,1623,257
7/1/2017,14989,4532,1417,967,5375,2085,44600,14371,12431,8289,6599,3909,9254,14387,724,1479,2104,2265,243
8/1/2017,15879,4882,1562,1098,5529,2053,44432,14683,12558,7631,6822,3820,9837,14467,685,1437,1986,2107,232
9/1/2017,15495,4521,1424,1129,5621,1988,45301,14956,12777,8209,7077,3881,10666,14519,673,1400,2386,1760,365
10/1/2017,15764,4451,1686,1384,5554,1980,43883,14221,12011,8162,7179,4005,11372,15394,789,1488,2657,1862,395
11/1/2017,15818,4201,1654,1432,5815,1951,46862,15748,13280,8195,6988,3962,12032,15969,1127,1464,3118,1935,342
12/1/2017,15041,4266,1608,1475,5387,1721,46593,14937,12891,8409,6661,3896,13348,14816,1157,1372,2830,1659,368
1/1/2018,14448.07,4193.57,1511.27,1292.46,4951.32,1840.48,42605.47,13849.58,11511.78,7467.59,6408.52,3712.46,13320.91,13556.76,1068.59,1344.53,2496.3,1467.61,290.84
2/1/2018,12725.52,3745.62,1394.06,1103.29,4596.91,1310.42,34666.29,10863.95,8523.56,7260.75,6116.27,3764.01,9157.65,11834.79,854.37,1238.84,2575,1347.63,484.14
3/1/2018,16323.63,4785.2,1650.35,1337.46,5851.41,1994.07,45668.55,14131.09,12063.05,9036.82,7577.93,4132.46,10830.79,15440.13,958.85,1548.63,3229.45,1923.74,368.72
4/1/2018,14700.2,4217.5,1524.83,1284.82,5267.42,1886.35,45260.11,15296.62,11927.57,8385.25,7117.54,4265.07,9653.72,12797.8,576.39,1593.04,2819.54,2403.2,395.23
5/1/2018,15307.82,3958.16,1446.73,1604.16,5742.43,1969.05,43696.47,14281.51,11843.89,8024.27,7262.89,4115.73,10715.73,12551.33,636.03,1392.15,2767.06,2302.21,624.57
6/1/2018,14546.41,3341.16,1564.32,1332.32,5450.9,2215.72,41740.36,13064.56,11680.57,7462.77,6814.87,4306,9106.3,12600.92,651.42,1423.72,2727.59,2214.34,588.58
7/1/2018,16667.26,4625.59,1943.67,1433.4,5674.45,2263.69,44173.78,14720.83,11750.54,7235.4,7171.28,3877.35,9242.53,13852.63,827.78,1589.39,2654.79,2516.01,815.17
8/1/2018,17068.18,4564.73,1826.29,1519.55,5925.22,2446.6,43847.25,15010.22,12146.55,6753.26,7617.3,3937.73,11047.32,12849.1,703.62,1455.05,2782.99,2655.71,578.45
9/1/2018,16604.84,4615.41,1802.94,1478.64,5571.72,2357.55,42713.23,15235.23,11246.42,6978.62,7278.62,4187.3,11267.33,13264.33,704.3,1408.01,2882.05,2645.29,521.82
10/1/2018,16916.92,4955.97,1847.99,1542.56,5498.4,2323.45,43255.63,14794.14,11579.2,7222.21,7693.23,4487.34,12540.48,13579.97,815.66,1552.91,3120.07,2562.9,800.6
11/1/2018,15964.29,4682.26,1586.14,1213.09,5706.69,2210.71,44229.83,15134.66,12035.69,7478.82,6622.28,4948.48,13105.73,14490.04,1122.97,1557.61,3178.12,3157.19,645.23
12/1/2018,16314.41,4437.23,1671.97,1162.81,6546.24,1924.04,39901.47,11778.26,11445.75,7349.5,7014.63,4614.71,13098.77,13949.79,1092.18,1443.64,2908.47,2703.71,590.72
1/1/2019,15114.76,5184.47,1770.68,1104.95,4619.42,1957.17,40393.82,14146.31,11207.62,6316.57,6362.35,4086.01,13374.85,10951.76,961.04,1314.79,2087.77,2053.87,541.06
2/1/2019,11720.69,3724.86,1392.96,914.11,3805.5,1414.97,28855.6,8426.83,7604.95,6002.41,6054.98,4237.86,9286.33,11829.44,994.94,1599.87,2421.18,1668.72,746.76
3/1/2019,15843.89,4981.78,1610.65,1050.35,5375.53,2366.28,43381.52,14760.2,12123.37,7408.85,6646.01,4726.23,11437.65,14249.78,1101.96,1634.35,2984.45,2698.12,666.95
4/1/2019,13757.12,3967.85,1260.28,965.71,4740.64,2490.06,35788.21,11573.9,10520.07,5860.25,5781.17,4279.6,7975.93,10536.87,540.66,1190.62,2049.53,2170.49,739.79
5/1/2019,15285.03,4610.2,1456.01,1025.07,5118,2527.43,37328.23,13149.54,10668.01,5491.19,6457.59,4431.57,12145.11,11681.94,647.92,1555.81,2394.09,2396.95,736.11
6/1/2019,13400.14,3261.71,1338.05,1005.71,4855.31,2372.61,38223.39,13418.2,10711.56,6364.14,6278.59,4158.25,9507.27,11802.92,664.83,1539,2527.52,2271.94,779.54
7/1/2019,14984.61,4214.66,1747.47,1086.84,4780.09,2540.03,39601.2,13599.35,11167.51,6652.13,6694.01,4828.42,9431.39,12538.71,634.93,1281.22,2571.84,2814.18,843.85
8/1/2019,14888.46,3799.49,1726.06,1145.41,5111.31,2432.1,40004.96,14528.63,11171.89,6026.14,6109.12,4506.59,10523.27,11948.17,627.87,1599.56,2540.61,2875.68,885.5
9/1/2019,15105.6,3930.12,2090.29,1115.62,4897.36,2395.82,39965.62,14794.78,11247.57,6136.85,6059.3,4586.2,9883.16,12741.89,687.81,1665.03,2341.65,2317.27,764.13
10/1/2019,16001.48,4178.07,2332.28,1162.64,5099.15,2632.77,41265.03,15112.93,11210.07,6336.98,6410,5066.26,9485.5,12615.74,666.07,1613.23,2685.57,2119.19,729.85
11/1/2019,14673.47,4091.01,1537.52,1003.38,4801.85,2668.61,43903.03,15983.05,11967.59,7355.81,5637.69,4714.49,10635.55,12500.79,1001.57,1492.82,2615.04,2114.57,735.8
12/1/2019,14552.55,4423.04,1579.29,887.82,4746.57,2350.35,41888.54,14722.27,11460.55,7074.35,5448.26,4726.2,11897.07,12265.26,1017.16,1537.91,2232.52,2236.44,629.61
1/1/2020,13898.08,4638.12,1496.67,852.37,4265.92,2142.41,37440.89,13690.85,9636.25,5875.73,5463.24,4302.97,10344.23,9810.29,912.21,1337.62,1886.75,1758.43,791.77
2/1/2020,14682.78,4626.43,1491.04,1120.59,4384.55,2505.02,28077.2,6314.46,6674.76,7124.1,6128.52,5213.82,9940.19,12071.42,1069,1795.48,2432.48,2348.4,749.84
3/1/2020,12714.61,4188.74,1514.6,853.35,3332.88,2441.55,36963.85,13081.32,9018.1,6657.1,4477.65,5834.65,9251.09,10877.05,572.67,1093.84,2434.35,2542.96,586.17
4/1/2020,4935.85,1445.8,542.75,540.98,340.07,1973.38,29894.71,11757.65,7887.89,2853.01,335.91,3941.16,4059.65,7917.59,0,1596.55,1052.91,1887.66,61.06
5/1/2020,4976.8,1588.86,474.06,521.87,478.74,1737.74,30892.56,13404.24,7337.31,2693.89,1531.24,4267.5,4601.11,7455.21,75.72,2222.82,1135.68,1702.08,132.8
6/1/2020,5832.26,1915.07,607.42,570.14,643.28,1913.12,30876.12,12742.13,7866.26,3074.33,2542.12,3720.53,5053.12,8456.35,164.67,1333.23,1559.31,1815.84,200.96
7/1/2020,6364.04,2519.68,668.93,671.45,832.6,1457.33,32743.85,13713.17,7308.59,3738.27,2808.02,4404.54,5250.02,8670.74,274.82,1387.48,1480.95,1677.44,573.2
8/1/2020,7009.94,2167.86,620.97,712.81,915.2,2302.79,32641.59,14473.23,7357.85,3721.91,2841.24,3709.67,5854.78,8430.63,323.23,1605.48,1565.9,1712.3,531.73
9/1/2020,6553.87,2340.57,558.66,714.84,702.23,1973.49,34863.97,14782.15,7876.82,4611.21,2849.21,3964.19,6004.86,8239.77,408.65,1344.72,1434.17,1691.27,874.8
10/1/2020,7149.14,2704.71,472.67,705.17,756.5,2269.41,36133.32,14608.27,7959.05,5317.55,3663.33,5201.64,6004.95,7690.38,308.45,1346.21,1228.87,633.94,474.22
11/1/2020,8034.6,2758.23,646.78,880.34,888.92,2597.87,40489.4,17873.07,9860.44,5242.77,3937.57,7032.56,5890.84,7835.38,377.11,1328.66,1082.19,384.22,474.65
12/1/2020,8275,2698.15,649.66,865.51,954.37,2851.34,42670.36,18221.2,9798.45,6292.35,4274.68,7128.49,6923.53,7526.17,435.94,1439.2,956.05,583.05,501.55
1/1/2021,8741.51,2819.46,932.97,922.34,968.19,2810.29,41199.62,16709.8,10229.07,5639.83,4400.05,6016.92,7826.56,7319.26,491.19,1260,922.25,596.26,360.17
2/1/2021,8450.87,2561.26,1040.01,742.65,1265.73,2676.33,32105.23,12726.09,6777.98,5132.71,3624.72,5179.56,5917.1,7174.93,486.43,1177.57,971.12,674.1,337.99
3/1/2021,10110.92,2995.08,1383.93,970.4,1145.64,3417.04,43889.73,18199.54,9945.2,6719.14,4581.8,6845.59,6482.63,9214.09,644.96,1787.13,1269.29,846.82,418.67
4/1/2021,9652.39,2850.36,1188.7,850.7,1120.43,3454.57,42240.48,17821.94,9680.12,6185.41,4399.91,6648.86,6500.44,9561.36,624.19,1552.58,1165.34,916.78,318.16
5/1/2021,10297.46,2692.37,1232.96,1043.23,1546.71,3472.24,42390.45,17885.2,9965.01,6753.76,4351.55,7150.69,7370.57,10353.36,544.29,1677.57,1398.01,958.98,370.3
6/1/2021,10230.62,2954.68,798.57,1079.3,1533.79,3575.79,43853.59,17588.46,10446.74,7089.64,5071.17,6215.67,7089.31,10422.5,576.65,1766.96,1417.42,903.79,457.26
7/1/2021,10255.44,3394.39,1015.5,995.38,1311.31,3169.27,45007.37,17708.47,11014.34,7044.92,5293.97,6469.44,7617.62,10592.7,554.12,1712.36,1748.4,1018.15,299.65
8/1/2021,10407.68,3577.13,1309.18,1155.23,1475.13,2582.61,44565.73,16839.27,11718.23,6806.43,5438.36,7138.23,7381.49,10435.79,503.14,1813.19,1707.76,948.4,307.34
9/1/2021,11674.54,4304.8,1351.73,1333.78,1588.69,2694.75,46164.42,17226.9,13187.45,6811.77,5502.64,5808.21,7645.37,10584.9,738.5,1766.37,1751.82,746.39,380.47
10/1/2021,12751.45,4230.74,1451.24,1191.27,1657.71,3837.52,46961.18,17409.93,12996.01,6920.25,5512.76,6329.22,7908.86,12423.71,862.99,2352.41,2182.67,859.7,445.2
11/1/2021,11544.71,3715.02,1082.6,1201.69,1870.92,3338.03,45565.53,17551.41,11790.36,6747.18,4464.74,8761.97,8190.69,11735.55,786.68,2420.21,1971.23,590.86,416.87
12/1/2021,11825.48,3582.27,1310.9,1441.56,2111.56,3019.42,45856.54,18065.08,11718.31,6531.7,4694.34,8965.09,9406.9,11863.93,902.24,2713.93,2066.49,566.83,535.75
1/1/2022,11580.79,3778.05,1494.54,1056.59,1791.18,3082.22,43144.59,16963.15,10978.28,5718.07,4550.73,7660.39,9866.99,9967.2,756.98,2254.68,1555.5,551.18,447.26
2/1/2022,8892.77,2621.6,1247.14,948.96,1566.34,2194.26,32433.3,11906.63,6964.91,5235.44,4026.11,6687.06,7289.09,9912.59,775.14,2484.05,1630,689.58,375.09
3/1/2022,8713.37,2612.11,1154.36,849.8,1545.71,2262.04,33984.53,13924.57,7668.98,4722.6,3665.42,6848.17,5641.84,7870.38,696.64,1803.49,1328.21,447.65,294.05
4/1/2022,10652.01,2970.43,1805.85,883.04,2017.44,2779.62,36670.8,13194.6,9946.6,6190.48,4461.81,6507.69,6492.8,10092.39,808.32,1723.94,1582.45,750.45,489.26
5/1/2022,10345.47,2391.63,1854.55,954.47,2315.19,2549.73,40140.43,15212.23,10070,5789.04,4783.31,7231.1,6634.09,11541.02,938.78,2006.31,1700.39,653.1,410.09
6/1/2022,10412.66,3025.95,1991.58,1255.14,1910.35,1887.62,41578.34,17506.32,10240.28,5107.77,5308.28,7052.95,6020.72,11909.56,2592,2026.39,1635.4,670.57,396.81
7/1/2022,11087.8,3035.4,2319.15,1193.64,1812.26,2304.65,42955.64,17275.83,9834.34,6154.75,4841.1,8006.87,6014.5,9760.99,1072.29,1942.13,1627.93,993.15,431.87
8/1/2022,11078.02,3233.88,1919.76,1309.26,1838.05,2341.85,40154.08,15917.85,9159.43,5882.3,4575.5,8383.8,6022.61,9055.69,891.4,1756.57,1369.23,883.49,544.3
9/1/2022,11090.39,3401.98,1943.7,1162.7,1958.21,2236.99,39269.23,15975.65,9449.32,5132.31,4972.47,8628.68,5990.93,8758.32,939.84,1609.06,1346.36,1464.17,438.11
10/1/2022,9850.58,2922.4,1575.76,936.84,1811.93,2292.43,38631.83,14994.28,9680.32,5519.58,5290.52,8806.98,5978.65,9414.33,1242.21,1626.42,1264.79,862.15,407.23
11/1/2022,8555.71,3187.43,1096.27,885.15,1682.44,1481.56,39427.58,16260.07,9883.79,5036.01,4834.65,8582.38,6451.25,9212.64,1230.75,1506.57,1535.03,526.98,430.88
